Mortgage ID,Joint Life,Age 1,Gender 1,Life 1 Status Change Date,Age 2,Gender 2,Life 2 Status Change Date,LTV,AER,Loan Amount,Completion Date,Servicing Fee,Portfolio,Valuation Date
939,Single,83,F,,,,,187.29,187.07,300000,31/12/23,0.0015,Test,31/12/24
940,Single,91,M,,,,,187.3,187.06,450000,31/12/23,0.0015,Test,31/12/24
941,Joint Life ,105,F,,,F,05/02/22,188.55,188.06,100000,31/12/23,0.0015,Test,31/12/24
942,Single,81,F,,,,,188.45,188.04,150000,31/12/23,0.0015,Test,31/12/24
943,Single,80,M,,,,,188.53,188.05,200000,31/12/23,0.0015,Test,31/12/24
944,Joint Life ,77,F,,,F,05/02/22,188.29,188.07,300000,31/12/23,0.0015,Test,31/12/24
945,Single,83,F,,,,,188.3,188.06,450000,31/12/23,0.0015,Test,31/12/24
946,Joint Life ,91,M,,,M,,189.55,189.06,100000,31/12/23,0.0015,Test,31/12/24
947,Single,105,F,,,,,189.45,189.04,150000,31/12/23,0.0015,Test,31/12/24
948,Single,81,M,,,,,189.53,189.05,200000,31/12/23,0.0015,Test,31/12/24
949,Joint Life ,80,F,,,F,06/02/22,189.29,189.07,300000,31/12/23,0.0015,Test,31/12/24
950,Single,77,F,,,,,189.3,189.06,450000,31/12/23,0.0015,Test,31/12/24
951,Single,83,M,,,,,190.55,190.06,100000,31/12/23,0.0015,Test,31/12/24
952,Joint Life ,91,F,,,F,06/02/22,190.45,190.04,150000,31/12/23,0.0015,Test,31/12/24
953,Single,105,F,,,,,190.53,190.05,200000,31/12/23,0.0015,Test,31/12/24
954,Joint Life ,81,M,,,M,,190.29,190.07,300000,31/12/23,0.0015,Test,31/12/24
955,Single,80,F,,,,,190.3,190.06,450000,31/12/23,0.0015,Test,31/12/24
956,Single,77,M,,,,,191.55,191.06,100000,31/12/23,0.0015,Test,31/12/24
957,Joint Life ,83,F,,,F,07/02/22,191.45,191.04,150000,31/12/23,0.0015,Test,31/12/24
958,Single,91,F,,,,,191.53,191.05,200000,31/12/23,0.0015,Test,31/12/24
959,Single,105,M,,,,,191.29,191.07,300000,31/12/23,0.0015,Test,31/12/24
960,Joint Life ,81,F,,,F,07/02/22,191.3,191.06,450000,31/12/23,0.0015,Test,31/12/24
961,Single,80,F,,,,,192.55,192.06,100000,31/12/23,0.0015,Test,31/12/24
962,Joint Life ,77,M,,,M,,192.45,192.04,150000,31/12/23,0.0015,Test,31/12/24
963,Single,83,F,,,,,192.53,192.05,200000,31/12/23,0.0015,Test,31/12/24
964,Single,91,M,,,,,192.29,192.07,300000,31/12/23,0.0015,Test,31/12/24
965,Joint Life ,105,F,,,F,08/02/22,192.3,192.06,450000,31/12/23,0.0015,Test,31/12/24
966,Single,81,F,,,,,193.55,193.06,100000,31/12/23,0.0015,Test,31/12/24
967,Single,80,M,,,,,193.45,193.04,150000,31/12/23,0.0015,Test,31/12/24
968,Joint Life ,77,F,,,F,08/02/22,193.53,193.05,200000,31/12/23,0.0015,Test,31/12/24
969,Single,83,F,,,,,193.29,193.07,300000,31/12/23,0.0015,Test,31/12/24
970,Joint Life ,91,M,,,M,,193.3,193.06,450000,31/12/23,0.0015,Test,31/12/24
971,Single,105,F,,,,,194.55,194.06,100000,31/12/23,0.0015,Test,31/12/24
972,Single,81,M,,,,,194.45,194.04,150000,31/12/23,0.0015,Test,31/12/24
973,Joint Life ,80,F,,,F,09/02/22,194.53,194.05,200000,31/12/23,0.0015,Test,31/12/24
974,Single,77,F,,,,,194.29,194.07,300000,31/12/23,0.0015,Test,31/12/24
975,Single,83,M,,,,,194.3,194.06,450000,31/12/23,0.0015,Test,31/12/24
976,Joint Life ,91,F,,,F,09/02/22,195.55,195.06,100000,31/12/23,0.0015,Test,31/12/24
977,Single,105,F,,,,,195.45,195.04,150000,31/12/23,0.0015,Test,31/12/24
978,Joint Life ,81,M,,,M,,195.53,195.05,200000,31/12/23,0.0015,Test,31/12/24
979,Single,80,F,,,,,195.29,195.07,300000,31/12/23,0.0015,Test,31/12/24
980,Single,77,M,,,,,195.3,195.06,450000,31/12/23,0.0015,Test,31/12/24
981,Joint Life ,83,F,,,F,10/02/22,196.55,196.06,100000,31/12/23,0.0015,Test,31/12/24
982,Single,91,F,,,,,196.45,196.04,150000,31/12/23,0.0015,Test,31/12/24
983,Single,105,M,,,,,196.53,196.05,200000,31/12/23,0.0015,Test,31/12/24
984,Joint Life ,81,F,,,F,10/02/22,196.29,196.07,300000,31/12/23,0.0015,Test,31/12/24
985,Single,80,F,,,,,196.3,196.06,450000,31/12/23,0.0015,Test,31/12/24
986,Joint Life ,77,M,,,M,,197.55,197.06,100000,31/12/23,0.0015,Test,31/12/24
987,Single,83,F,,,,,197.45,197.04,150000,31/12/23,0.0015,Test,31/12/24
988,Single,91,M,,,,,197.53,197.05,200000,31/12/23,0.0015,Test,31/12/24
989,Joint Life ,105,F,,,F,11/02/22,197.29,197.07,300000,31/12/23,0.0015,Test,31/12/24
990,Single,81,F,,,,,197.3,197.06,450000,31/12/23,0.0015,Test,31/12/24
991,Single,80,M,,,,,198.55,198.06,100000,31/12/23,0.0015,Test,31/12/24
992,Joint Life ,77,F,,,F,11/02/22,198.45,198.04,150000,31/12/23,0.0015,Test,31/12/24
993,Single,83,F,,,,,198.53,198.05,200000,31/12/23,0.0015,Test,31/12/24
994,Joint Life ,91,M,,,M,,198.29,198.07,300000,31/12/23,0.0015,Test,31/12/24
995,Single,105,F,,,,,198.3,198.06,450000,31/12/23,0.0015,Test,31/12/24
996,Single,81,M,,,,,199.55,199.06,100000,31/12/23,0.0015,Test,31/12/24
997,Joint Life ,80,F,,,F,12/02/22,199.45,199.04,150000,31/12/23,0.0015,Test,31/12/24
998,Single,77,F,,,,,199.53,199.05,200000,31/12/23,0.0015,Test,31/12/24
999,Single,83,M,,,,,199.29,199.07,300000,31/12/23,0.0015,Test,31/12/24
1000,Joint Life ,91,F,,,F,12/02/22,199.3,199.06,450000,31/12/23,0.0015,Test,31/12/24
1001,Single,105,F,,,,,200.55,200.06,100000,31/12/23,0.0015,Test,31/12/24
1002,Joint Life ,81,M,,,M,,200.45,200.04,150000,31/12/23,0.0015,Test,31/12/24
1003,Single,80,F,,,,,200.53,200.05,200000,31/12/23,0.0015,Test,31/12/24
1004,Single,77,M,,,,,200.29,200.07,300000,31/12/23,0.0015,Test,31/12/24
1005,Joint Life ,83,F,,,F,13/02/22,200.3,200.06,450000,31/12/23,0.0015,Test,31/12/24
1006,Single,91,F,,,,,201.55,201.06,100000,31/12/23,0.0015,Test,31/12/24
1007,Single,105,M,,,,,201.45,201.04,150000,31/12/23,0.0015,Test,31/12/24
1008,Joint Life ,81,F,,,F,13/02/22,201.53,201.05,200000,31/12/23,0.0015,Test,31/12/24
1009,Single,80,F,,,,,201.29,201.07,300000,31/12/23,0.0015,Test,31/12/24
1010,Joint Life ,77,M,,,M,,201.3,201.06,450000,31/12/23,0.0015,Test,31/12/24
1011,Single,83,F,,,,,202.55,202.06,100000,31/12/23,0.0015,Test,31/12/24
1012,Single,91,M,,,,,202.45,202.04,150000,31/12/23,0.0015,Test,31/12/24
1013,Joint Life ,105,F,,,F,14/02/22,202.53,202.05,200000,31/12/23,0.0015,Test,31/12/24
1014,Single,81,F,,,,,202.29,202.07,300000,31/12/23,0.0015,Test,31/12/24
1015,Single,80,M,,,,,202.3,202.06,450000,31/12/23,0.0015,Test,31/12/24
1016,Joint Life ,77,F,,,F,14/02/22,203.55,203.06,100000,31/12/23,0.0015,Test,31/12/24
1017,Single,83,F,,,,,203.45,203.04,150000,31/12/23,0.0015,Test,31/12/24
1018,Joint Life ,91,M,,,M,,203.53,203.05,200000,31/12/23,0.0015,Test,31/12/24
1019,Single,105,F,,,,,203.29,203.07,300000,31/12/23,0.0015,Test,31/12/24
1020,Single,81,M,,,,,203.3,203.06,450000,31/12/23,0.0015,Test,31/12/24
1021,Joint Life ,80,F,,,F,15/02/22,204.55,204.06,100000,31/12/23,0.0015,Test,31/12/24
1022,Single,77,F,,,,,204.45,204.04,150000,31/12/23,0.0015,Test,31/12/24
1023,Single,83,M,,,,,204.53,204.05,200000,31/12/23,0.0015,Test,31/12/24
1024,Joint Life ,91,F,,,F,15/02/22,204.29,204.07,300000,31/12/23,0.0015,Test,31/12/24
1025,Single,105,F,,,,,204.3,204.06,450000,31/12/23,0.0015,Test,31/12/24
1026,Joint Life ,81,M,,,M,,205.55,205.06,100000,31/12/23,0.0015,Test,31/12/24
1027,Single,80,F,,,,,205.45,205.04,150000,31/12/23,0.0015,Test,31/12/24
1028,Single,77,M,,,,,205.53,205.05,200000,31/12/23,0.0015,Test,31/12/24
1029,Joint Life ,83,F,,,F,16/02/22,205.29,205.07,300000,31/12/23,0.0015,Test,31/12/24
1030,Single,91,F,,,,,205.3,205.06,450000,31/12/23,0.0015,Test,31/12/24
1031,Single,105,M,,,,,206.55,206.06,100000,31/12/23,0.0015,Test,31/12/24
1032,Joint Life ,81,F,,,F,16/02/22,206.45,206.04,150000,31/12/23,0.0015,Test,31/12/24
1033,Single,80,F,,,,,206.53,206.05,200000,31/12/23,0.0015,Test,31/12/24
1034,Joint Life ,77,M,,,M,,206.29,206.07,300000,31/12/23,0.0015,Test,31/12/24
1035,Single,83,F,,,,,206.3,206.06,450000,31/12/23,0.0015,Test,31/12/24
1036,Single,91,M,,,,,207.55,207.06,100000,31/12/23,0.0015,Test,31/12/24
1037,Joint Life ,105,F,,,F,17/02/22,207.45,207.04,150000,31/12/23,0.0015,Test,31/12/24
1038,Single,81,F,,,,,207.53,207.05,200000,31/12/23,0.0015,Test,31/12/24
1039,Single,80,M,,,,,207.29,207.07,300000,31/12/23,0.0015,Test,31/12/24
1040,Joint Life ,77,F,,,F,17/02/22,207.3,207.06,450000,31/12/23,0.0015,Test,31/12/24
1041,Single,83,F,,,,,208.55,208.06,100000,31/12/23,0.0015,Test,31/12/24
1042,Joint Life ,91,M,,,M,,208.45,208.04,150000,31/12/23,0.0015,Test,31/12/24
1043,Single,105,F,,,,,208.53,208.05,200000,31/12/23,0.0015,Test,31/12/24
1044,Single,81,M,,,,,208.29,208.07,300000,31/12/23,0.0015,Test,31/12/24
1045,Joint Life ,80,F,,,F,14/11/21,208.3,208.06,450000,31/12/23,0.0015,Test,31/12/24
1046,Single,77,F,,,,,209.55,209.06,100000,31/12/23,0.0015,Test,31/12/24
1047,Joint Life ,83,M,,,M,,209.45,209.04,150000,31/12/23,0.0015,Test,31/12/24
1048,Single,91,F,,,,,209.53,209.05,200000,31/12/23,0.0015,Test,31/12/24
1049,Single,105,M,,,,,209.29,209.07,300000,31/12/23,0.0015,Test,31/12/24
1050,Joint Life ,81,F,,,F,15/11/21,209.3,209.06,450000,31/12/23,0.0015,Test,31/12/24
1051,Single,80,F,,,,,210.55,210.06,100000,31/12/23,0.0015,Test,31/12/24
1052,Single,77,M,,,,,210.45,210.04,150000,31/12/23,0.0015,Test,31/12/24
1053,Joint Life ,83,F,,,F,15/11/21,210.53,210.05,200000,31/12/23,0.0015,Test,31/12/24
1054,Single,91,F,,,,,210.29,210.07,300000,31/12/23,0.0015,Test,31/12/24
1055,Joint Life ,105,M,,,M,,210.3,210.06,450000,31/12/23,0.0015,Test,31/12/24
1056,Single,81,F,,,,,211.55,211.06,100000,31/12/23,0.0015,Test,31/12/24
1057,Single,80,M,,,,,211.45,211.04,150000,31/12/23,0.0015,Test,31/12/24
1058,Joint Life ,77,F,,,F,16/11/21,211.53,211.05,200000,31/12/23,0.0015,Test,31/12/24
1059,Single,83,F,,,,,211.29,211.07,300000,31/12/23,0.0015,Test,31/12/24
1060,Single,91,M,,,,,211.3,211.06,450000,31/12/23,0.0015,Test,31/12/24
1061,Joint Life ,105,F,,,F,16/11/21,212.55,212.06,100000,31/12/23,0.0015,Test,31/12/24
1062,Single,81,F,,,,,212.45,212.04,150000,31/12/23,0.0015,Test,31/12/24
1063,Joint Life ,80,M,,,M,,212.53,212.05,200000,31/12/23,0.0015,Test,31/12/24
1064,Single,77,F,,,,,212.29,212.07,300000,31/12/23,0.0015,Test,31/12/24
1065,Single,83,M,,,,,212.3,212.06,450000,31/12/23,0.0015,Test,31/12/24
1066,Joint Life ,91,F,,,F,17/11/21,213.55,213.06,100000,31/12/23,0.0015,Test,31/12/24
1067,Single,105,F,,,,,213.45,213.04,150000,31/12/23,0.0015,Test,31/12/24
1068,Single,81,M,,,,,213.53,213.05,200000,31/12/23,0.0015,Test,31/12/24
1069,Joint Life ,80,F,,,F,17/11/21,213.29,213.07,300000,31/12/23,0.0015,Test,31/12/24
1070,Single,77,F,,,,,213.3,213.06,450000,31/12/23,0.0015,Test,31/12/24
1071,Joint Life ,83,M,,,M,,214.55,214.06,100000,31/12/23,0.0015,Test,31/12/24
1072,Single,91,F,,,,,214.45,214.04,150000,31/12/23,0.0015,Test,31/12/24
1073,Single,105,M,,,,,214.53,214.05,200000,31/12/23,0.0015,Test,31/12/24
1074,Joint Life ,81,F,,,F,18/11/21,214.29,214.07,300000,31/12/23,0.0015,Test,31/12/24
1075,Single,80,F,,,,,214.3,214.06,450000,31/12/23,0.0015,Test,31/12/24
1076,Single,77,M,,,,,215.55,215.06,100000,31/12/23,0.0015,Test,31/12/24
1077,Joint Life ,83,F,,,F,18/11/21,215.45,215.04,150000,31/12/23,0.0015,Test,31/12/24
1078,Single,91,F,,,,,215.53,215.05,200000,31/12/23,0.0015,Test,31/12/24
1079,Joint Life ,105,M,,,M,,215.29,215.07,300000,31/12/23,0.0015,Test,31/12/24
1080,Single,81,F,,,,,215.3,215.06,450000,31/12/23,0.0015,Test,31/12/24
1081,Single,80,M,,,,,216.55,216.06,100000,31/12/23,0.0015,Test,31/12/24
1082,Joint Life ,77,F,,,F,19/11/21,216.45,216.04,150000,31/12/23,0.0015,Test,31/12/24
1083,Single,83,F,,,,,216.53,216.05,200000,31/12/23,0.0015,Test,31/12/24
1084,Single,91,M,,,,,216.29,216.07,300000,31/12/23,0.0015,Test,31/12/24
1085,Joint Life ,105,F,,,F,19/11/21,216.3,216.06,450000,31/12/23,0.0015,Test,31/12/24
1086,Single,81,F,,,,,217.55,217.06,100000,31/12/23,0.0015,Test,31/12/24
1087,Joint Life ,80,M,,,M,,217.45,217.04,150000,31/12/23,0.0015,Test,31/12/24
1088,Single,77,F,,,,,217.53,217.05,200000,31/12/23,0.0015,Test,31/12/24
1089,Single,83,M,,,,,217.29,217.07,300000,31/12/23,0.0015,Test,31/12/24
1090,Joint Life ,91,F,,,F,20/11/21,217.3,217.06,450000,31/12/23,0.0015,Test,31/12/24
1091,Single,105,F,,,,,218.55,218.06,100000,31/12/23,0.0015,Test,31/12/24
1092,Single,81,M,,,,,218.45,218.04,150000,31/12/23,0.0015,Test,31/12/24
1093,Joint Life ,80,F,,,F,20/11/21,218.53,218.05,200000,31/12/23,0.0015,Test,31/12/24
1094,Single,77,F,,,,,218.29,218.07,300000,31/12/23,0.0015,Test,31/12/24
1095,Joint Life ,83,M,,,M,,218.3,218.06,450000,31/12/23,0.0015,Test,31/12/24
1096,Single,91,F,,,,,219.55,219.06,100000,31/12/23,0.0015,Test,31/12/24
1097,Single,105,M,,,,,219.45,219.04,150000,31/12/23,0.0015,Test,31/12/24
1098,Joint Life ,81,F,,,F,21/11/21,219.53,219.05,200000,31/12/23,0.0015,Test,31/12/24
1099,Single,80,F,,,,,219.29,219.07,300000,31/12/23,0.0015,Test,31/12/24
1100,Single,77,M,,,,,219.3,219.06,450000,31/12/23,0.0015,Test,31/12/24
1101,Joint Life ,83,F,,,F,21/11/21,220.55,220.06,100000,31/12/23,0.0015,Test,31/12/24
1102,Single,91,F,,,,,220.45,220.04,150000,31/12/23,0.0015,Test,31/12/24
1103,Joint Life ,105,M,,,M,,220.53,220.05,200000,31/12/23,0.0015,Test,31/12/24
1104,Single,81,F,,,,,220.29,220.07,300000,31/12/23,0.0015,Test,31/12/24
1105,Single,80,M,,,,,220.3,220.06,450000,31/12/23,0.0015,Test,31/12/24
1106,Joint Life ,77,F,,,F,22/11/21,221.55,221.06,100000,31/12/23,0.0015,Test,31/12/24
1107,Single,83,F,,,,,221.45,221.04,150000,31/12/23,0.0015,Test,31/12/24
1108,Single,91,M,,,,,221.53,221.05,200000,31/12/23,0.0015,Test,31/12/24
1109,Joint Life ,105,F,,,F,22/11/21,221.29,221.07,300000,31/12/23,0.0015,Test,31/12/24
1110,Single,81,F,,,,,221.3,221.06,450000,31/12/23,0.0015,Test,31/12/24
1111,Joint Life ,80,M,,,M,,222.55,222.06,100000,31/12/23,0.0015,Test,31/12/24
1112,Single,77,F,,,,,222.45,222.04,150000,31/12/23,0.0015,Test,31/12/24
1113,Single,83,M,,,,,222.53,222.05,200000,31/12/23,0.0015,Test,31/12/24
1114,Joint Life ,91,F,,,F,23/11/21,222.29,222.07,300000,31/12/23,0.0015,Test,31/12/24
1115,Single,105,F,,,,,222.3,222.06,450000,31/12/23,0.0015,Test,31/12/24
1116,Single,81,M,,,,,223.55,223.06,100000,31/12/23,0.0015,Test,31/12/24
1117,Joint Life ,80,F,,,F,23/11/21,223.45,223.04,150000,31/12/23,0.0015,Test,31/12/24
1118,Single,77,F,,,,,223.53,223.05,200000,31/12/23,0.0015,Test,31/12/24
1119,Joint Life ,83,M,,,M,,223.29,223.07,300000,31/12/23,0.0015,Test,31/12/24
1120,Single,91,F,,,,,223.3,223.06,450000,31/12/23,0.0015,Test,31/12/24
1121,Single,105,M,,,,,224.55,224.06,100000,31/12/23,0.0015,Test,31/12/24
1122,Joint Life ,81,F,,,F,24/11/21,224.45,224.04,150000,31/12/23,0.0015,Test,31/12/24
1123,Single,80,F,,,,,224.53,224.05,200000,31/12/23,0.0015,Test,31/12/24
1124,Single,77,M,,,,,224.29,224.07,300000,31/12/23,0.0015,Test,31/12/24
1125,Joint Life ,83,F,,,F,24/11/21,224.3,224.06,450000,31/12/23,0.0015,Test,31/12/24
1126,Single,91,F,,,,,225.55,225.06,100000,31/12/23,0.0015,Test,31/12/24
1127,Joint Life ,105,M,,,M,,225.45,225.04,150000,31/12/23,0.0015,Test,31/12/24
1128,Single,81,F,,,,,225.53,225.05,200000,31/12/23,0.0015,Test,31/12/24
1129,Single,80,M,,,,,225.29,225.07,300000,31/12/23,0.0015,Test,31/12/24
1130,Joint Life ,77,F,,,F,25/11/21,225.3,225.06,450000,31/12/23,0.0015,Test,31/12/24
1131,Single,83,F,,,,,226.55,226.06,100000,31/12/23,0.0015,Test,31/12/24
1132,Single,91,M,,,,,226.45,226.04,150000,31/12/23,0.0015,Test,31/12/24
1133,Joint Life ,105,F,,,F,25/11/21,226.53,226.05,200000,31/12/23,0.0015,Test,31/12/24
1134,Single,81,F,,,,,226.29,226.07,300000,31/12/23,0.0015,Test,31/12/24
1135,Joint Life ,80,M,,,M,,226.3,226.06,450000,31/12/23,0.0015,Test,31/12/24
1136,Single,77,F,,,,,227.55,227.06,100000,31/12/23,0.0015,Test,31/12/24
1137,Single,83,M,,,,,227.45,227.04,150000,31/12/23,0.0015,Test,31/12/24
1138,Joint Life ,91,F,,,F,26/11/21,227.53,227.05,200000,31/12/23,0.0015,Test,31/12/24
1139,Single,105,F,,,,,227.29,227.07,300000,31/12/23,0.0015,Test,31/12/24
1140,Single,81,M,,,,,227.3,227.06,450000,31/12/23,0.0015,Test,31/12/24
1141,Joint Life ,80,F,,,F,26/11/21,228.55,228.06,100000,31/12/23,0.0015,Test,31/12/24
1142,Single,77,F,,,,,228.45,228.04,150000,31/12/23,0.0015,Test,31/12/24
1143,Joint Life ,83,M,,,M,,228.53,228.05,200000,31/12/23,0.0015,Test,31/12/24
1144,Single,91,F,,,,,228.29,228.07,300000,31/12/23,0.0015,Test,31/12/24
1145,Single,105,M,,,,,228.3,228.06,450000,31/12/23,0.0015,Test,31/12/24
1146,Joint Life ,81,F,,,F,27/11/21,229.55,229.06,100000,31/12/23,0.0015,Test,31/12/24
1147,Single,80,F,,,,,229.45,229.04,150000,31/12/23,0.0015,Test,31/12/24
1148,Single,77,M,,,,,229.53,229.05,200000,31/12/23,0.0015,Test,31/12/24
1149,Joint Life ,83,F,,,F,27/11/21,229.29,229.07,300000,31/12/23,0.0015,Test,31/12/24
1150,Single,91,F,,,,,229.3,229.06,450000,31/12/23,0.0015,Test,31/12/24
1151,Joint Life ,105,M,,,M,,230.55,230.06,100000,31/12/23,0.0015,Test,31/12/24
1152,Single,81,F,,,,,230.45,230.04,150000,31/12/23,0.0015,Test,31/12/24
1153,Single,80,M,,,,,230.53,230.05,200000,31/12/23,0.0015,Test,31/12/24
1154,Joint Life ,77,F,,,F,28/11/21,230.29,230.07,300000,31/12/23,0.0015,Test,31/12/24
1155,Single,83,F,,,,,230.3,230.06,450000,31/12/23,0.0015,Test,31/12/24
1156,Single,91,M,,,,,231.55,231.06,100000,31/12/23,0.0015,Test,31/12/24
1157,Joint Life ,105,F,,,F,28/11/21,231.45,231.04,150000,31/12/23,0.0015,Test,31/12/24
1158,Single,81,F,,,,,231.53,231.05,200000,31/12/23,0.0015,Test,31/12/24
1159,Joint Life ,80,M,,,M,,231.29,231.07,300000,31/12/23,0.0015,Test,31/12/24
1160,Single,77,F,,,,,231.3,231.06,450000,31/12/23,0.0015,Test,31/12/24
1161,Single,83,M,,,,,232.55,232.06,100000,31/12/23,0.0015,Test,31/12/24
1162,Joint Life ,91,F,,,F,29/11/21,232.45,232.04,150000,31/12/23,0.0015,Test,31/12/24
1163,Single,105,F,,,,,232.53,232.05,200000,31/12/23,0.0015,Test,31/12/24
1164,Single,81,M,,,,,232.29,232.07,300000,31/12/23,0.0015,Test,31/12/24
1165,Joint Life ,80,F,,,F,29/11/21,232.3,232.06,450000,31/12/23,0.0015,Test,31/12/24
1166,Single,77,F,,,,,233.55,233.06,100000,31/12/23,0.0015,Test,31/12/24
1167,Joint Life ,83,M,,,M,,233.45,233.04,150000,31/12/23,0.0015,Test,31/12/24
1168,Single,91,F,,,,,233.53,233.05,200000,31/12/23,0.0015,Test,31/12/24
1169,Single,105,M,,,,,233.29,233.07,300000,31/12/23,0.0015,Test,31/12/24
1170,Joint Life ,81,F,,,F,30/11/21,233.3,233.06,450000,31/12/23,0.0015,Test,31/12/24
1171,Single,80,F,,,,,234.55,234.06,100000,31/12/23,0.0015,Test,31/12/24
1172,Single,77,M,,,,,234.45,234.04,150000,31/12/23,0.0015,Test,31/12/24
1173,Joint Life ,83,F,,,F,30/11/21,234.53,234.05,200000,31/12/23,0.0015,Test,31/12/24
1174,Single,91,F,,,,,234.29,234.07,300000,31/12/23,0.0015,Test,31/12/24
1175,Joint Life ,105,M,,,M,,234.3,234.06,450000,31/12/23,0.0015,Test,31/12/24
1176,Single,81,F,,,,,235.55,235.06,100000,31/12/23,0.0015,Test,31/12/24
1177,Single,80,M,,,,,235.45,235.04,150000,31/12/23,0.0015,Test,31/12/24
1178,Joint Life ,77,F,,,F,01/12/21,235.53,235.05,200000,31/12/23,0.0015,Test,31/12/24
1179,Single,83,F,,,,,235.29,235.07,300000,31/12/23,0.0015,Test,31/12/24
1180,Single,91,M,,,,,235.3,235.06,450000,31/12/23,0.0015,Test,31/12/24
1181,Joint Life ,105,F,,,F,01/12/21,236.55,236.06,100000,31/12/23,0.0015,Test,31/12/24
1182,Single,81,F,,,,,236.45,236.04,150000,31/12/23,0.0015,Test,31/12/24
1183,Joint Life ,80,M,,,M,,236.53,236.05,200000,31/12/23,0.0015,Test,31/12/24
1184,Single,77,F,,,,,236.29,236.07,300000,31/12/23,0.0015,Test,31/12/24
1185,Single,83,M,,,,,236.3,236.06,450000,31/12/23,0.0015,Test,31/12/24
1186,Joint Life ,91,F,,,F,02/12/21,237.55,237.06,100000,31/12/23,0.0015,Test,31/12/24
1187,Single,105,F,,,,,237.45,237.04,150000,31/12/23,0.0015,Test,31/12/24
1188,Single,81,M,,,,,237.53,237.05,200000,31/12/23,0.0015,Test,31/12/24
1189,Joint Life ,80,F,,,F,02/12/21,237.29,237.07,300000,31/12/23,0.0015,Test,31/12/24
1190,Single,77,F,,,,,237.3,237.06,450000,31/12/23,0.0015,Test,31/12/24
1191,Joint Life ,83,M,,,M,,238.55,238.06,100000,31/12/23,0.0015,Test,31/12/24
1192,Single,91,F,,,,,238.45,238.04,150000,31/12/23,0.0015,Test,31/12/24
1193,Single,105,M,,,,,238.53,238.05,200000,31/12/23,0.0015,Test,31/12/24
1194,Joint Life ,81,F,,,F,03/12/21,238.29,238.07,300000,31/12/23,0.0015,Test,31/12/24
1195,Single,80,F,,,,,238.3,238.06,450000,31/12/23,0.0015,Test,31/12/24
1196,Single,77,M,,,,,239.55,239.06,100000,31/12/23,0.0015,Test,31/12/24
1197,Joint Life ,83,F,,,F,03/12/21,239.45,239.04,150000,31/12/23,0.0015,Test,31/12/24
1198,Single,91,F,,,,,239.53,239.05,200000,31/12/23,0.0015,Test,31/12/24
1199,Joint Life ,105,M,,,M,,239.29,239.07,300000,31/12/23,0.0015,Test,31/12/24
1200,Single,81,F,,,,,239.3,239.06,450000,31/12/23,0.0015,Test,31/12/24
1201,Single,80,M,,,,,240.55,240.06,100000,31/12/23,0.0015,Test,31/12/24
1202,Joint Life ,77,F,,,F,04/12/21,240.45,240.04,150000,31/12/23,0.0015,Test,31/12/24
1203,Single,83,F,,,,,240.53,240.05,200000,31/12/23,0.0015,Test,31/12/24
1204,Single,91,M,,,,,240.29,240.07,300000,31/12/23,0.0015,Test,31/12/24
1205,Joint Life ,105,F,,,F,04/12/21,240.3,240.06,450000,31/12/23,0.0015,Test,31/12/24
1206,Single,81,F,,,,,241.55,241.06,100000,31/12/23,0.0015,Test,31/12/24
1207,Joint Life ,80,M,,,M,,241.45,241.04,150000,31/12/23,0.0015,Test,31/12/24
1208,Single,77,F,,,,,241.53,241.05,200000,31/12/23,0.0015,Test,31/12/24
1209,Single,83,M,,,,,241.29,241.07,300000,31/12/23,0.0015,Test,31/12/24
1210,Joint Life ,91,F,,,F,05/12/21,241.3,241.06,450000,31/12/23,0.0015,Test,31/12/24
1211,Single,105,F,,,,,242.55,242.06,100000,31/12/23,0.0015,Test,31/12/24
1212,Single,81,M,,,,,242.45,242.04,150000,31/12/23,0.0015,Test,31/12/24
1213,Joint Life ,80,F,,,F,05/12/21,242.53,242.05,200000,31/12/23,0.0015,Test,31/12/24
1214,Single,77,F,,,,,242.29,242.07,300000,31/12/23,0.0015,Test,31/12/24
1215,Joint Life ,83,M,,,M,,242.3,242.06,450000,31/12/23,0.0015,Test,31/12/24
1216,Single,91,F,,,,,243.55,243.06,100000,31/12/23,0.0015,Test,31/12/24
1217,Single,105,M,,,,,243.45,243.04,150000,31/12/23,0.0015,Test,31/12/24
1218,Joint Life ,81,F,,,F,06/12/21,243.53,243.05,200000,31/12/23,0.0015,Test,31/12/24
1219,Single,80,F,,,,,243.29,243.07,300000,31/12/23,0.0015,Test,31/12/24
1220,Single,77,M,,,,,243.3,243.06,450000,31/12/23,0.0015,Test,31/12/24
1221,Joint Life ,83,F,,,F,06/12/21,244.55,244.06,100000,31/12/23,0.0015,Test,31/12/24
1222,Single,91,F,,,,,244.45,244.04,150000,31/12/23,0.0015,Test,31/12/24
1223,Joint Life ,105,M,,,M,,244.53,244.05,200000,31/12/23,0.0015,Test,31/12/24
1224,Single,81,F,,,,,244.29,244.07,300000,31/12/23,0.0015,Test,31/12/24
1225,Single,80,M,,,,,244.3,244.06,450000,31/12/23,0.0015,Test,31/12/24
1226,Joint Life ,77,F,,,F,07/12/21,245.55,245.06,100000,31/12/23,0.0015,Test,31/12/24
1227,Single,83,F,,,,,245.45,245.04,150000,31/12/23,0.0015,Test,31/12/24
1228,Single,91,M,,,,,245.53,245.05,200000,31/12/23,0.0015,Test,31/12/24
